origin,destination,departure_date,return_date,airline,cabin_class,adults,children,infants,stops,trip_type,currency,flight_duration_minutes,departure_hour,arrival_hour,price,price_usd
CGK,BLR,2026-10-14,,EK,BUSINESS,3,0,0,1,ONE_WAY,USD,372,8,14,3465.1,3465.1
LAX,CGK,2027-07-10,2027-07-19,IB,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,USD,334,19,0,3374.83,3374.83
ICN,ORD,2027-01-03,,MH,ECONOMY,2,1,0,2,ONE_WAY,EUR,389,10,16,1496.06,1615.74
BKK,AMS,2026-11-19,2026-11-29,LH,ECONOMY,2,0,0,1,ROUND_TRIP,EUR,635,15,1,5091.79,5499.13
MAD,BAH,2026-09-12,,LH,BUSINESS,1,0,0,0,ONE_WAY,USD,631,19,5,4793.14,4793.14
NRT,MCT,2026-11-12,2026-11-27,AI,ECONOMY,4,0,0,0,ROUND_TRIP,AED,533,11,19,8434.12,2294.08
MAD,MNL,2027-05-07,2027-05-17,WY,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,USD,137,9,11,1634.18,1634.18
DOH,NRT,2027-06-23,,DL,ECONOMY,1,1,0,0,ONE_WAY,USD,283,22,2,997.34,997.34
BAH,DFW,2027-08-09,2027-09-06,QR,PREMIUM_ECONOMY,1,1,0,0,ROUND_TRIP,USD,450,13,20,9500.25,9500.25
SFO,CGK,2026-11-28,,SG,FIRST,3,2,0,0,ONE_WAY,INR,328,13,18,17445.98,209.35
BKK,LHR,2027-01-02,,EK,BUSINESS,1,1,0,0,ONE_WAY,INR,446,2,9,6919.41,83.03
FRA,HKG,2027-02-28,,LX,PREMIUM_ECONOMY,1,0,1,1,ONE_WAY,USD,698,18,5,2520.43,2520.43
SIN,DXB,2026-09-02,2026-09-06,IB,ECONOMY,2,0,0,1,ROUND_TRIP,USD,422,14,21,2764.03,2764.03
NRT,KWI,2026-11-26,2026-12-20,EY,PREMIUM_ECONOMY,2,1,0,1,ROUND_TRIP,INR,166,20,22,8429.59,101.16
KWI,MAA,2027-06-03,,UK,ECONOMY,1,0,0,2,ONE_WAY,AED,300,16,21,374.34,101.82
BKK,LHR,2027-01-14,,BA,PREMIUM_ECONOMY,3,1,0,1,ONE_WAY,USD,555,9,18,7399.02,7399.02
DEL,BLR,2027-07-11,2027-07-26,WN,ECONOMY,2,1,0,1,ROUND_TRIP,USD,241,20,0,2342.37,2342.37
DFW,SIN,2027-03-03,2027-03-23,IX,BUSINESS,1,0,0,0,ROUND_TRIP,GBP,250,12,16,5594.05,7104.44
MNL,BKK,2027-04-02,,KL,ECONOMY,1,0,0,0,ONE_WAY,USD,520,11,19,721.64,721.64
DEL,AMS,2026-09-16,,AI,PREMIUM_ECONOMY,4,0,0,0,ONE_WAY,INR,599,14,23,4931.24,59.17
DXB,DEL,2027-05-15,,SQ,ECONOMY,3,2,0,1,ONE_WAY,EUR,190,21,0,5772.86,6234.69
PNQ,ICN,2027-05-28,2027-05-31,EK,ECONOMY,1,1,0,0,ROUND_TRIP,EUR,86,4,5,3966.23,4283.53
FCO,MAD,2027-03-11,2027-03-19,AF,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,654,12,22,1227.87,1326.1
MNL,BLR,2027-05-08,,GF,BUSINESS,1,0,0,2,ONE_WAY,EUR,218,8,11,1867.01,2016.37
KWI,SFO,2027-03-29,,WN,ECONOMY,2,0,1,0,ONE_WAY,USD,503,6,14,442.7,442.7
ZRH,DPS,2027-01-25,2027-02-06,UA,FIRST,2,1,0,1,ROUND_TRIP,GBP,626,14,0,47583.35,60430.85
SIN,AMS,2026-10-09,2026-10-28,AF,PREMIUM_ECONOMY,1,1,0,2,ROUND_TRIP,EUR,347,19,0,5973.98,6451.9
MAA,BKK,2027-03-31,,KL,ECONOMY,1,2,0,0,ONE_WAY,AED,237,18,21,924.14,251.37
HYD,MAA,2026-11-07,,EK,ECONOMY,2,0,0,0,ONE_WAY,AED,68,4,5,1057.44,287.62
JFK,ZRH,2027-07-04,2027-07-27,EK,ECONOMY,4,2,0,1,ROUND_TRIP,USD,573,3,12,15046.78,15046.78
DOH,DFW,2027-01-31,2027-02-11,WY,FIRST,1,0,0,1,ROUND_TRIP,USD,584,11,20,4809.98,4809.98
JFK,ZRH,2027-01-26,,UK,ECONOMY,2,0,0,1,ONE_WAY,EUR,617,0,10,1410.51,1523.35
SFO,AUH,2026-11-20,2026-12-15,AA,BUSINESS,4,0,1,1,ROUND_TRIP,USD,318,3,8,24724.15,24724.15
BAH,DEL,2027-04-02,,AF,ECONOMY,2,0,0,1,ONE_WAY,USD,646,1,11,1257.73,1257.73
BOM,SIN,2026-12-24,2027-01-05,WN,ECONOMY,2,0,0,0,ROUND_TRIP,USD,206,18,21,3520.37,3520.37
MNL,AMD,2027-05-13,2027-06-01,TG,ECONOMY,2,0,0,0,ROUND_TRIP,USD,459,14,21,2655.34,2655.34
BAH,AMD,2027-04-26,,IX,PREMIUM_ECONOMY,2,0,0,1,ONE_WAY,INR,205,10,13,879.48,10.55
HKG,JFK,2027-04-07,,EY,PREMIUM_ECONOMY,3,0,1,0,ONE_WAY,USD,338,23,4,5312.15,5312.15
HKG,DEL,2027-03-15,,AI,ECONOMY,3,0,1,1,ONE_WAY,GBP,399,23,5,1958.27,2487.0
FCO,ZRH,2027-08-05,2027-09-04,UK,BUSINESS,4,1,1,0,ROUND_TRIP,INR,564,21,6,43266.8,519.2
DFW,KWI,2026-11-07,,MH,BUSINESS,2,0,0,0,ONE_WAY,USD,478,2,9,6290.42,6290.42
MAD,KUL,2026-12-20,,SQ,ECONOMY,1,0,0,1,ONE_WAY,AED,177,3,5,392.71,106.82
BAH,CCU,2027-08-05,,EK,ECONOMY,1,2,0,1,ONE_WAY,INR,607,22,8,3948.91,47.39
PNQ,CGK,2026-12-30,,WY,ECONOMY,2,0,0,0,ONE_WAY,INR,438,3,10,1670.66,20.05
AMS,BLR,2027-08-12,2027-08-15,AF,ECONOMY,1,0,0,0,ROUND_TRIP,INR,567,21,6,1709.91,20.52
AMD,JFK,2026-10-30,2026-11-06,6E,BUSINESS,2,0,0,0,ROUND_TRIP,GBP,571,2,11,3381.31,4294.26
BOM,AMS,2027-01-13,2027-01-22,TG,ECONOMY,4,0,0,0,ROUND_TRIP,USD,253,1,5,5744.81,5744.81
DXB,NRT,2026-10-27,,IB,ECONOMY,2,1,0,1,ONE_WAY,USD,243,17,21,1155.44,1155.44
MNL,CDG,2027-01-12,2027-02-01,UK,ECONOMY,1,0,0,1,ROUND_TRIP,GBP,272,14,18,1847.54,2346.38
SFO,ORD,2027-02-08,2027-02-21,GA,ECONOMY,2,0,1,1,ROUND_TRIP,USD,418,5,11,955.5,955.5
JFK,MCT,2026-10-06,,SG,ECONOMY,1,1,0,1,ONE_WAY,USD,580,6,15,1199.81,1199.81
MAA,DXB,2027-07-02,2027-07-26,IX,PREMIUM_ECONOMY,2,0,0,0,ROUND_TRIP,GBP,251,10,14,3873.63,4919.51
MIA,ZRH,2027-02-01,,MH,BUSINESS,3,0,0,1,ONE_WAY,USD,166,19,21,9717.35,9717.35
HYD,MIA,2027-01-08,,DL,ECONOMY,1,0,1,1,ONE_WAY,INR,165,19,21,266.72,3.2
FCO,AMS,2026-09-07,,AI,ECONOMY,2,0,0,1,ONE_WAY,USD,430,11,18,536.87,536.87
DXB,AMD,2027-05-13,2027-06-01,DL,ECONOMY,1,1,0,0,ROUND_TRIP,USD,402,2,8,3352.34,3352.34
DPS,LHR,2027-02-10,,EY,ECONOMY,1,0,0,1,ONE_WAY,AED,502,7,15,594.49,161.7
FCO,AMD,2026-12-19,2026-12-26,MH,BUSINESS,2,0,0,0,ROUND_TRIP,GBP,350,22,3,14909.68,18935.29
FRA,BOM,2027-01-27,,GF,BUSINESS,1,0,0,0,ONE_WAY,EUR,173,9,11,1815.61,1960.86
AMS,ZRH,2027-08-02,2027-08-07,SQ,BUSINESS,2,1,0,0,ROUND_TRIP,USD,396,12,18,28754.01,28754.01
MNL,AMD,2027-02-01,,QR,BUSINESS,2,0,1,1,ONE_WAY,EUR,564,3,12,5527.85,5970.08
FCO,SFO,2027-01-13,2027-01-16,AI,ECONOMY,1,0,0,1,ROUND_TRIP,USD,340,9,14,2059.3,2059.3
MAA,KUL,2026-11-24,,UA,ECONOMY,2,1,1,1,ONE_WAY,INR,474,12,19,2498.71,29.98
AMS,LAX,2027-05-15,,LH,BUSINESS,1,0,0,2,ONE_WAY,GBP,563,13,22,4499.02,5713.76
MAD,SFO,2027-06-01,2027-06-13,WN,FIRST,1,0,0,0,ROUND_TRIP,INR,569,16,1,8767.42,105.21
AMD,SIN,2026-08-31,,AA,BUSINESS,3,0,0,1,ONE_WAY,AED,721,2,14,6268.01,1704.9
HKG,CGK,2027-04-07,2027-04-27,6E,BUSINESS,3,1,0,1,ROUND_TRIP,EUR,704,7,18,26109.75,28198.53
FCO,MIA,2026-11-23,2026-12-15,WY,ECONOMY,2,0,0,0,ROUND_TRIP,EUR,426,13,20,2073.31,2239.17
FCO,KUL,2026-11-06,,TG,BUSINESS,1,0,0,1,ONE_WAY,USD,322,19,0,1848.23,1848.23
CCU,FRA,2026-08-24,2026-09-07,QR,ECONOMY,1,0,0,0,ROUND_TRIP,AED,475,12,19,1960.64,533.29
BKK,FRA,2027-03-21,,LH,ECONOMY,2,0,0,0,ONE_WAY,INR,227,23,2,2253.89,27.05
AMD,MCT,2026-11-16,2026-11-29,WY,FIRST,2,0,0,2,ROUND_TRIP,EUR,369,12,18,25488.34,27527.41
CGK,SIN,2027-02-22,,6E,ECONOMY,1,0,0,1,ONE_WAY,USD,299,4,8,560.03,560.03
MAA,SFO,2027-02-28,,6E,ECONOMY,2,0,0,2,ONE_WAY,USD,515,22,6,512.59,512.59
MCT,MAA,2026-12-06,,EY,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,EUR,326,15,20,1749.09,1889.02
CGK,KWI,2027-05-16,,GF,BUSINESS,1,0,0,0,ONE_WAY,USD,288,21,1,1548.65,1548.65
AMD,AUH,2027-05-24,,PR,PREMIUM_ECONOMY,1,1,0,2,ONE_WAY,AUD,303,14,19,2273.12,1477.53
MEL,MAD,2026-11-12,2026-12-12,TG,FIRST,1,1,0,1,ROUND_TRIP,USD,223,14,17,15614.82,15614.82
DEL,FCO,2026-12-28,,6E,ECONOMY,1,1,1,1,ONE_WAY,AUD,668,16,3,1228.53,798.54
BOM,MIA,2027-08-06,,EK,ECONOMY,1,0,0,2,ONE_WAY,SGD,789,17,6,540.46,399.94
KWI,BOM,2027-04-08,,BA,ECONOMY,1,0,0,1,ONE_WAY,USD,234,15,18,1165.32,1165.32
PNQ,SIN,2026-08-29,,DL,ECONOMY,2,0,0,0,ONE_WAY,USD,258,12,16,3316.95,3316.95
MAA,LHR,2027-07-12,,LX,ECONOMY,1,0,0,0,ONE_WAY,USD,576,2,11,1456.43,1456.43
DPS,BOM,2026-10-23,2026-11-04,GF,ECONOMY,1,0,0,2,ROUND_TRIP,INR,375,1,7,1945.77,23.35
ZRH,CCU,2027-06-06,,GA,BUSINESS,1,0,0,1,ONE_WAY,USD,217,10,13,3116.51,3116.51
DOH,AMS,2027-02-21,2027-03-22,EY,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,454,15,22,2484.82,2683.61
ICN,DFW,2026-09-30,2026-10-11,AF,FIRST,2,0,0,1,ROUND_TRIP,USD,240,19,23,22165.08,22165.08
MIA,LAX,2027-02-17,2027-02-28,KL,BUSINESS,3,0,0,1,ROUND_TRIP,AED,732,21,9,7171.85,1950.74
DFW,CCU,2027-01-17,,GA,BUSINESS,1,0,0,1,ONE_WAY,EUR,286,9,13,3169.97,3423.57
BAH,FCO,2026-12-29,,IB,PREMIUM_ECONOMY,2,0,1,1,ONE_WAY,USD,238,10,13,3606.72,3606.72
MAA,PNQ,2027-01-18,,PR,ECONOMY,1,0,0,2,ONE_WAY,EUR,455,21,4,1189.42,1284.57
ORD,KUL,2027-07-26,,AA,ECONOMY,2,2,0,1,ONE_WAY,USD,532,19,3,3325.94,3325.94
MAD,MNL,2026-10-21,,QR,ECONOMY,1,0,0,1,ONE_WAY,EUR,147,15,17,418.25,451.71
DEL,DXB,2026-10-31,,DL,BUSINESS,2,0,0,1,ONE_WAY,INR,327,3,8,3954.1,47.45
MIA,ZRH,2026-12-07,2027-01-01,UA,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,135,17,19,2830.69,3057.15
MIA,ICN,2027-04-03,,WY,ECONOMY,2,2,1,1,ONE_WAY,EUR,204,6,9,3248.44,3508.32
SIN,KUL,2026-08-24,2026-08-31,DL,BUSINESS,2,0,0,0,ROUND_TRIP,GBP,177,20,22,15452.46,19624.62
DOH,MNL,2027-06-05,2027-06-22,AF,ECONOMY,2,0,0,1,ROUND_TRIP,USD,509,12,20,5495.26,5495.26
ORD,SIN,2026-12-28,,GF,FIRST,3,0,0,2,ONE_WAY,EUR,351,1,6,25182.04,27196.6
SIN,AMD,2027-03-16,2027-03-25,SQ,ECONOMY,2,0,0,1,ROUND_TRIP,EUR,293,9,13,4203.77,4540.07
AUH,PNQ,2027-04-16,2027-04-24,6E,ECONOMY,3,0,0,2,ROUND_TRIP,INR,731,14,2,1295.59,15.55
HKG,CDG,2027-05-05,2027-05-13,EY,ECONOMY,1,0,0,1,ROUND_TRIP,USD,658,9,19,2017.48,2017.48
MAA,AUH,2027-03-18,,6E,ECONOMY,1,0,0,0,ONE_WAY,GBP,453,18,1,724.29,919.85
FCO,CGK,2027-07-31,2027-08-14,AI,ECONOMY,1,0,0,1,ROUND_TRIP,SGD,672,9,20,2616.72,1936.37
DFW,BOM,2027-01-30,,LX,PREMIUM_ECONOMY,2,0,0,0,ONE_WAY,USD,307,6,11,1609.19,1609.19
HYD,AMS,2026-10-30,2026-11-29,BA,ECONOMY,1,1,0,0,ROUND_TRIP,EUR,68,4,5,750.65,810.7
DFW,LAX,2026-09-25,2026-10-14,GA,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,GBP,206,21,0,2367.1,3006.22
DEL,LHR,2027-04-26,,GF,BUSINESS,2,0,0,0,ONE_WAY,USD,165,0,2,6743.36,6743.36
NRT,CGK,2026-10-25,2026-10-31,SQ,BUSINESS,3,0,0,1,ROUND_TRIP,INR,171,2,4,15717.31,188.61
CGK,AMD,2027-06-21,,IX,ECONOMY,2,2,0,0,ONE_WAY,GBP,305,17,22,3703.15,4703.0
AMD,SIN,2026-10-31,,TG,ECONOMY,3,0,0,0,ONE_WAY,GBP,613,1,11,1096.02,1391.95
DFW,MAA,2026-12-12,,TG,ECONOMY,2,0,0,2,ONE_WAY,AED,704,19,6,1325.97,360.66
MAD,ICN,2027-01-15,,UA,ECONOMY,2,1,0,1,ONE_WAY,USD,649,0,10,4391.08,4391.08
KUL,DPS,2027-02-22,2027-03-10,MH,BUSINESS,1,0,1,1,ROUND_TRIP,USD,646,12,22,7133.54,7133.54
KWI,CCU,2027-06-10,2027-06-28,QR,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,153,12,14,540.87,584.14
HYD,MCT,2027-07-22,,IX,BUSINESS,2,0,0,0,ONE_WAY,AED,557,15,0,4322.85,1175.82
MAA,DXB,2026-09-27,,WN,ECONOMY,2,0,0,1,ONE_WAY,USD,353,12,17,997.64,997.64
CGK,KWI,2027-02-17,2027-03-10,WN,BUSINESS,1,1,0,2,ROUND_TRIP,USD,506,1,9,3279.7,3279.7
PNQ,CCU,2027-05-02,2027-05-17,PR,ECONOMY,1,2,0,0,ROUND_TRIP,USD,511,10,18,6881.39,6881.39
BOM,FRA,2027-08-13,,AA,ECONOMY,2,1,0,1,ONE_WAY,SGD,225,5,8,3472.85,2569.91
AMS,FRA,2027-08-04,2027-08-11,WY,ECONOMY,3,0,0,1,ROUND_TRIP,EUR,627,4,14,7976.91,8615.06
DPS,MNL,2027-02-02,,AF,PREMIUM_ECONOMY,1,0,1,0,ONE_WAY,EUR,478,22,5,1982.57,2141.18
MAA,DXB,2027-07-06,,MH,ECONOMY,1,0,0,0,ONE_WAY,USD,251,1,5,794.2,794.2
SFO,PNQ,2027-03-28,,IB,BUSINESS,1,0,1,1,ONE_WAY,EUR,356,6,11,887.53,958.53
BLR,ORD,2026-11-17,,IB,ECONOMY,2,0,0,0,ONE_WAY,USD,75,15,16,1206.2,1206.2
MEL,DOH,2026-09-19,,WN,ECONOMY,2,1,0,2,ONE_WAY,EUR,511,2,10,809.13,873.86
LHR,MNL,2027-04-25,,6E,ECONOMY,1,0,0,0,ONE_WAY,USD,178,1,3,800.63,800.63
AUH,FCO,2026-08-23,,SG,ECONOMY,1,0,0,1,ONE_WAY,USD,718,18,5,850.96,850.96
PNQ,DPS,2027-07-26,2027-07-31,QR,ECONOMY,1,0,0,2,ROUND_TRIP,USD,847,22,12,4026.25,4026.25
NRT,DOH,2026-11-13,2026-12-02,QR,ECONOMY,2,0,0,1,ROUND_TRIP,USD,489,14,22,3516.34,3516.34
HYD,ZRH,2027-04-18,,IX,BUSINESS,2,0,0,0,ONE_WAY,GBP,491,21,5,2871.87,3647.27
KUL,SIN,2027-02-21,,GF,ECONOMY,1,1,0,0,ONE_WAY,EUR,512,7,15,1424.19,1538.13
MAA,MCT,2027-05-16,,AA,ECONOMY,1,1,0,0,ONE_WAY,USD,415,21,3,1325.51,1325.51
JFK,PNQ,2027-05-25,,DL,ECONOMY,1,0,0,0,ONE_WAY,USD,476,20,3,1325.53,1325.53
MAA,DEL,2027-01-01,,AA,ECONOMY,1,2,0,1,ONE_WAY,INR,693,17,4,1153.79,13.85
CDG,CCU,2026-08-19,2026-09-08,BA,PREMIUM_ECONOMY,2,0,0,0,ROUND_TRIP,INR,375,23,5,16357.64,196.29
JFK,FRA,2027-03-24,2027-04-13,LX,BUSINESS,4,1,0,1,ROUND_TRIP,USD,532,7,15,21893.66,21893.66
BAH,DXB,2027-03-20,,WY,ECONOMY,1,1,0,0,ONE_WAY,INR,104,4,5,467.59,5.61
CGK,FRA,2027-08-05,,PR,FIRST,1,0,0,1,ONE_WAY,INR,178,11,13,2849.07,34.19
MAA,MIA,2027-08-02,2027-08-17,GF,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,USD,564,9,18,3157.57,3157.57
BOM,MIA,2027-01-11,,MH,FIRST,2,0,0,1,ONE_WAY,INR,655,5,15,4359.1,52.31
DOH,MAD,2027-01-12,2027-02-10,KL,BUSINESS,1,0,1,1,ROUND_TRIP,USD,358,15,20,8881.84,8881.84
NRT,CGK,2027-06-18,,LH,ECONOMY,1,1,1,0,ONE_WAY,EUR,84,23,0,2210.23,2387.05
ORD,PNQ,2026-12-17,,QR,ECONOMY,1,0,1,0,ONE_WAY,INR,175,5,7,1760.07,21.12
LAX,PNQ,2026-11-02,2026-11-29,KL,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,INR,391,1,7,6902.35,82.83
LHR,DPS,2027-06-29,,LX,BUSINESS,1,0,0,0,ONE_WAY,EUR,456,13,20,3733.02,4031.66
ORD,MCT,2027-03-07,,WN,BUSINESS,3,2,0,2,ONE_WAY,USD,724,9,21,9168.85,9168.85
ORD,AMS,2026-11-18,,GF,ECONOMY,2,0,0,0,ONE_WAY,SGD,377,12,18,1188.44,879.45
SYD,BOM,2026-08-22,2026-08-30,SG,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,723,1,13,2387.25,2578.23
BOM,ORD,2026-09-07,,KL,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,AED,644,2,12,2272.63,618.16
AMD,FRA,2027-06-13,2027-06-26,PR,PREMIUM_ECONOMY,3,0,1,1,ROUND_TRIP,SGD,339,17,22,11077.46,8197.32
ORD,MAA,2027-05-03,,AA,BUSINESS,3,0,0,1,ONE_WAY,GBP,177,16,18,2374.07,3015.07
MAA,MIA,2027-03-18,2027-04-03,QR,ECONOMY,1,2,0,2,ROUND_TRIP,USD,684,21,8,4176.56,4176.56
KWI,CDG,2026-10-13,2026-11-12,BA,ECONOMY,1,0,0,2,ROUND_TRIP,INR,410,17,23,1798.89,21.59
CDG,BOM,2027-04-06,,MH,ECONOMY,2,0,0,0,ONE_WAY,EUR,308,20,1,2352.61,2540.82
SFO,BLR,2027-08-11,,MH,ECONOMY,1,0,0,1,ONE_WAY,AUD,560,14,23,1258.69,818.15
AMS,BAH,2026-11-27,,WY,BUSINESS,1,0,0,0,ONE_WAY,AED,336,15,20,979.58,266.45
CDG,LHR,2027-01-06,2027-01-29,AI,ECONOMY,1,0,0,0,ROUND_TRIP,USD,133,5,7,539.63,539.63
HYD,DXB,2027-06-10,2027-06-24,IX,PREMIUM_ECONOMY,2,0,0,0,ROUND_TRIP,INR,555,4,13,5319.43,63.83
MNL,NRT,2027-04-01,2027-04-05,UK,ECONOMY,1,0,0,1,ROUND_TRIP,USD,677,15,2,1579.59,1579.59
CDG,MNL,2026-12-26,,EY,BUSINESS,1,0,0,0,ONE_WAY,USD,483,13,21,2984.49,2984.49
DOH,DXB,2027-01-18,2027-02-15,IX,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,USD,243,18,22,3917.85,3917.85
CCU,DOH,2027-06-28,,AF,ECONOMY,1,0,0,2,ONE_WAY,EUR,544,9,18,1189.95,1285.15
BLR,ZRH,2026-12-31,2027-01-22,AA,FIRST,1,0,0,0,ROUND_TRIP,USD,438,10,17,20062.45,20062.45
MEL,KUL,2027-08-06,,IB,ECONOMY,1,0,0,2,ONE_WAY,AED,445,10,17,868.79,236.31
KWI,BOM,2026-10-03,,GF,ECONOMY,1,0,0,0,ONE_WAY,USD,174,4,6,924.17,924.17
KWI,HYD,2027-07-24,,DL,ECONOMY,2,0,1,2,ONE_WAY,USD,385,19,1,2556.44,2556.44
ORD,CGK,2027-08-08,,IB,PREMIUM_ECONOMY,2,0,0,0,ONE_WAY,USD,125,14,16,2757.05,2757.05
MCT,MIA,2027-07-29,,GA,ECONOMY,1,2,0,0,ONE_WAY,USD,212,11,14,3128.8,3128.8
DOH,JFK,2026-10-06,,UA,ECONOMY,2,0,0,0,ONE_WAY,USD,261,9,13,2188.09,2188.09
CDG,MEL,2027-03-20,,LX,ECONOMY,2,0,0,1,ONE_WAY,USD,504,8,16,2533.22,2533.22
PNQ,ZRH,2026-12-19,,GF,PREMIUM_ECONOMY,2,0,0,1,ONE_WAY,INR,524,15,23,4736.64,56.84
BLR,PNQ,2027-01-31,2027-02-11,BA,FIRST,1,0,0,1,ROUND_TRIP,EUR,628,11,21,4318.14,4663.59
ZRH,KWI,2026-09-14,,WN,ECONOMY,3,0,0,1,ONE_WAY,USD,370,19,1,931.97,931.97
SYD,CDG,2026-12-26,,BA,ECONOMY,1,2,0,0,ONE_WAY,EUR,128,20,22,2186.53,2361.45
BLR,DXB,2026-12-07,2026-12-19,WY,ECONOMY,1,0,0,0,ROUND_TRIP,USD,433,1,8,3532.21,3532.21
AMS,ORD,2027-02-14,,GF,BUSINESS,3,1,0,0,ONE_WAY,GBP,126,6,8,5358.33,6805.08
FCO,MCT,2026-09-10,,AI,PREMIUM_ECONOMY,4,0,0,0,ONE_WAY,EUR,127,11,13,6112.49,6601.49
BAH,DPS,2027-06-30,,6E,ECONOMY,1,0,0,0,ONE_WAY,USD,537,6,14,989.68,989.68
AUH,MAA,2027-05-21,,MH,ECONOMY,4,0,0,0,ONE_WAY,GBP,103,0,1,1164.41,1478.8
MNL,MEL,2027-08-04,,WN,BUSINESS,2,0,1,2,ONE_WAY,AED,560,13,22,4879.94,1327.34
DFW,BKK,2026-12-01,,AA,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,USD,454,7,14,1594.59,1594.59
MNL,DXB,2027-01-04,,GF,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,INR,284,12,16,1565.22,18.78
NRT,ICN,2027-02-18,,WY,ECONOMY,1,0,0,1,ONE_WAY,AED,204,23,2,1100.42,299.31
JFK,LHR,2026-09-01,,TG,BUSINESS,1,0,0,1,ONE_WAY,EUR,265,5,9,1981.26,2139.76
PNQ,AUH,2027-08-02,2027-08-16,AF,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,AED,89,11,12,1951.87,530.91
ICN,CCU,2027-03-16,,MH,BUSINESS,1,1,0,0,ONE_WAY,GBP,188,4,7,1990.12,2527.45
FCO,LHR,2026-09-03,2026-09-07,KL,ECONOMY,1,1,0,0,ROUND_TRIP,USD,170,20,22,3572.96,3572.96
AMS,AMD,2026-12-28,2027-01-04,EY,BUSINESS,3,2,0,2,ROUND_TRIP,EUR,784,11,0,28015.26,30256.48
MNL,JFK,2027-02-13,,GA,ECONOMY,4,0,0,1,ONE_WAY,INR,668,13,0,3571.08,42.85
MNL,BAH,2026-08-29,,WY,ECONOMY,1,0,0,1,ONE_WAY,EUR,322,0,5,1555.61,1680.06
FRA,KWI,2026-10-21,,AI,BUSINESS,1,1,0,0,ONE_WAY,USD,362,11,17,5475.84,5475.84
CGK,SYD,2026-11-11,,LX,ECONOMY,2,0,0,1,ONE_WAY,USD,269,15,19,1650.13,1650.13
AUH,MAA,2027-07-23,,MH,PREMIUM_ECONOMY,1,1,0,1,ONE_WAY,INR,175,2,4,778.8,9.35
MAA,SIN,2027-07-04,2027-07-11,AA,FIRST,2,1,0,1,ROUND_TRIP,GBP,638,12,22,30509.6,38747.19
CDG,ICN,2027-06-12,,MH,BUSINESS,1,0,1,0,ONE_WAY,EUR,625,14,0,5252.47,5672.67
HYD,ICN,2026-11-01,2026-11-19,LX,ECONOMY,2,1,1,1,ROUND_TRIP,EUR,279,1,5,2729.11,2947.44
BKK,LHR,2026-12-23,,WY,ECONOMY,3,1,0,0,ONE_WAY,INR,446,18,1,4974.87,59.7
CDG,AMD,2026-09-30,2026-10-14,SG,ECONOMY,3,1,1,1,ROUND_TRIP,USD,724,18,6,3392.59,3392.59
ICN,SYD,2026-11-10,,SG,ECONOMY,2,0,0,1,ONE_WAY,AUD,130,7,9,563.36,366.18
MAA,FRA,2026-08-23,2026-09-01,TG,ECONOMY,2,0,0,0,ROUND_TRIP,USD,123,2,4,3054.78,3054.78
MIA,SYD,2026-09-10,2026-10-10,TG,ECONOMY,4,0,0,0,ROUND_TRIP,INR,221,15,18,8535.03,102.42
CCU,MAD,2027-02-21,,EK,BUSINESS,1,0,0,1,ONE_WAY,EUR,608,20,6,4132.68,4463.29
BKK,LHR,2027-03-31,,PR,PREMIUM_ECONOMY,2,0,0,0,ONE_WAY,EUR,446,16,23,3238.09,3497.14
MEL,MAA,2026-10-27,2026-11-24,KL,ECONOMY,1,0,1,1,ROUND_TRIP,AED,170,17,19,404.94,110.14
FRA,AUH,2026-11-03,,SG,BUSINESS,1,0,1,2,ONE_WAY,AED,792,5,18,3194.11,868.8
MAD,LAX,2026-10-03,2026-10-23,EY,BUSINESS,1,0,0,2,ROUND_TRIP,INR,207,21,0,3801.11,45.61
JFK,AMS,2026-11-03,,AI,ECONOMY,2,1,0,1,ONE_WAY,USD,571,0,9,679.74,679.74
MIA,AMD,2027-06-04,,MH,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,GBP,203,22,1,1867.23,2371.38
LHR,AMD,2027-03-31,,UK,ECONOMY,2,0,0,0,ONE_WAY,AUD,224,8,11,1156.67,751.84
SIN,HKG,2027-05-20,,SG,ECONOMY,2,0,0,1,ONE_WAY,EUR,525,17,1,1346.33,1454.04
PNQ,BKK,2027-06-23,,UA,ECONOMY,4,0,0,0,ONE_WAY,EUR,535,9,17,3351.33,3619.44
JFK,MAD,2027-05-24,,MH,ECONOMY,2,0,0,0,ONE_WAY,USD,634,20,6,2854.91,2854.91
CCU,MIA,2027-01-25,2027-01-31,TG,BUSINESS,2,0,0,0,ROUND_TRIP,AUD,327,22,3,11564.43,7516.88
